"variable" "ht.code" "sex" "count_n_" "n_denom" "rate_strat" "year" "aggr_level"
"prevalence" 1 "f" 4907 2693208 182.199072630112 2004 "sex"
"prevalence" 2 "f" 2703 2693208 100.363581275564 2004 "sex"
"prevalence" 3 "f" 1443 2693208 53.5792259639805 2004 "sex"
"prevalence" 4 "f" 9053 2693208 336.141879869657 2004 "sex"
"prevalence" 1 "m" 4190 2633888 159.080416479364 2004 "sex"
"prevalence" 2 "m" 2987 2633888 113.406492607127 2004 "sex"
"prevalence" 3 "m" 1644 2633888 62.4172326234069 2004 "sex"
"prevalence" 4 "m" 8821 2633888 334.904141709898 2004 "sex"
"incidence" 1 "f" 306 2693208 11.3619148613846 2004 "sex"
"incidence" 2 "f" 122 2693208 4.52991376826446 2004 "sex"
"incidence" 3 "f" 67 2693208 2.48773952847311 2004 "sex"
"incidence" 4 "f" 495 2693208 18.3795681581222 2004 "sex"
"incidence" 1 "m" 239 2633888 9.07403807603057 2004 "sex"
"incidence" 2 "m" 125 2633888 4.74583581382352 2004 "sex"
"incidence" 3 "m" 76 2633888 2.8854681748047 2004 "sex"
"incidence" 4 "m" 440 2633888 16.7053420646588 2004 "sex"
"opr" 1 "f" 80 2693208 2.97043525787834 2004 "sex"
"opr" 2 "f" 45 2693208 1.67086983255656 2004 "sex"
"opr" 3 "f" 119 2693208 4.41852244609403 2004 "sex"
"opr" 4 "f" 244 2693208 9.05982753652893 2004 "sex"
"opr" 1 "m" 47 2633888 1.78443426599764 2004 "sex"
"opr" 2 "m" 73 2633888 2.77156811527294 2004 "sex"
"opr" 3 "m" 178 2633888 6.75807019888469 2004 "sex"
"opr" 4 "m" 298 2633888 11.3140725801553 2004 "sex"
"opr_patients" 1 "f" 79 2693208 2.93330481715486 2004 "sex"
"opr_patients" 2 "f" 42 2693208 1.55947851038613 2004 "sex"
"opr_patients" 3 "f" 108 2693208 4.01008759813575 2004 "sex"
"opr_patients" 4 "f" 229 2693208 8.50287092567674 2004 "sex"
"opr_patients" 1 "m" 46 2633888 1.74646757948705 2004 "sex"
"opr_patients" 2 "m" 67 2633888 2.54376799620941 2004 "sex"
"opr_patients" 3 "m" 144 2633888 5.46720285752469 2004 "sex"
"opr_patients" 4 "m" 257 2633888 9.75743843322116 2004 "sex"
"prevalence" 1 "f" 5217 2700234 193.205477747484 2005 "sex"
"prevalence" 2 "f" 2857 2700234 105.805644992249 2005 "sex"
"prevalence" 3 "f" 1526 2700234 56.5136206713937 2005 "sex"
"prevalence" 4 "f" 9600 2700234 355.524743411127 2005 "sex"
"prevalence" 1 "m" 4441 2641619 168.116598192245 2005 "sex"
"prevalence" 2 "m" 3136 2641619 118.715075868246 2005 "sex"
"prevalence" 3 "m" 1736 2641619 65.7172741413504 2005 "sex"
"prevalence" 4 "m" 9313 2641619 352.548948201841 2005 "sex"
"incidence" 1 "f" 310 2700234 11.4804865059843 2005 "sex"
"incidence" 2 "f" 144 2700234 5.3328711511669 2005 "sex"
"incidence" 3 "f" 73 2700234 2.70346940302211 2005 "sex"
"incidence" 4 "f" 527 2700234 19.5168270601733 2005 "sex"
"incidence" 1 "m" 268 2641619 10.1452934734343 2005 "sex"
"incidence" 2 "m" 154 2641619 5.82975818995851 2005 "sex"
"incidence" 3 "m" 80 2641619 3.02844581296546 2005 "sex"
"incidence" 4 "m" 502 2641619 19.0034974763582 2005 "sex"
"opr" 1 "f" 54 2700234 1.99982668168759 2005 "sex"
"opr" 2 "f" 56 2700234 2.07389433656491 2005 "sex"
"opr" 3 "f" 101 2700234 3.74041657130456 2005 "sex"
"opr" 4 "f" 211 2700234 7.81413758955705 2005 "sex"
"opr" 1 "m" 46 2641619 1.74135634245514 2005 "sex"
"opr" 2 "m" 60 2641619 2.27133435972409 2005 "sex"
"opr" 3 "m" 132 2641619 4.99693559139301 2005 "sex"
"opr" 4 "m" 238 2641619 9.00962629357224 2005 "sex"
"opr_patients" 1 "f" 53 2700234 1.96279285424893 2005 "sex"
"opr_patients" 2 "f" 50 2700234 1.85169137193295 2005 "sex"
"opr_patients" 3 "f" 87 2700234 3.22194298716333 2005 "sex"
"opr_patients" 4 "f" 190 2700234 7.03642721334521 2005 "sex"
"opr_patients" 1 "m" 44 2641619 1.665645197131 2005 "sex"
"opr_patients" 2 "m" 57 2641619 2.15776764173789 2005 "sex"
"opr_patients" 3 "m" 98 2641619 3.70984612088269 2005 "sex"
